,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes,clusterQuality,atBestFreq,laserResponse,HighAmpSS,LowAmpSS,HighPeakLoc,LowPeakLoc,HighPeakSR,LowPeakSR
2061,"[None, None, 'band015_am_tuning_curve_20161112g.h5', 'band015_am_tuning_curve_20161112h.h5', None, None, 'band015_bandwidth_am_20161112i.h5']",4,2016-11-12,1100,"['2016-11-12_12-43-09', '2016-11-12_12-46-05', '2016-11-12_12-52-37', '2016-11-12_13-03-28', '2016-11-12_13-09-33', '2016-11-12_13-11-53', '2016-11-12_13-14-28']",0.0933815805,8568,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.829545454545,,1.0,,5.86666666667,
2075,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",6,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.2218606715,6762,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.580131208997,,0.25,,3.03125,
2084,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",3,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.0508560773,5900,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.197368421053,,0.5,,2.30303030303,
2088,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",2,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.0387596899,2581,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.726845924029,,0.25,,2.21875,
2091,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",5,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.1189060642,842,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.450505050505,,0.0,,0.441176470588,
2095,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",3,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.0,1408,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.909090909091,,0.25,,1.0,
2096,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",4,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.050184008,5979,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,1.0,0.00189393939394,,4.0,,13.1764705882,
2103,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",5,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.1425178147,6316,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.358087921468,,0.25,,2.21875,
2104,"[None, None, 'band015_am_tuning_curve_20161112j.h5', 'band015_am_tuning_curve_20161112k.h5', None, None, 'band015_bandwidth_am_20161112l.h5']",6,2016-11-12,1150,"['2016-11-12_13-30-38', '2016-11-12_13-34-02', '2016-11-12_13-36-06', '2016-11-12_13-47-18', '2016-11-12_13-53-27', '2016-11-12_13-56-27', '2016-11-12_13-58-43']",0.0,3961,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.845730027548,,0.25,,1.375,
2116,[None],2,2016-11-12,1200,['2016-11-12_14-13-49'],0.0,112,['laserPulse'],band015,3,"[1, 2, 3, 4, 6, 7, 8]",1,,,,,,,,
2128,[None],2,2016-11-12,1200,['2016-11-12_14-13-49'],0.1078748652,928,['laserPulse'],band015,8,"[1, 2, 3, 4, 6, 7, 8]",1,,,,,,,,
2154,[None],5,2016-11-12,1250,['2016-11-12_14-21-33'],0.0,248,['laserPulse'],band015,8,"[1, 2, 3, 4, 6, 7, 8]",1,,,,,,,,
2163,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",3,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0,2164,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,,,0.0,,0.0,
2173,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",2,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0302206105,3310,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,4,"[1, 2, 3, 4, 6, 7, 8]",1,1.0,0.0,,,0.0,,0.0,
2175,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",4,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0959324635,5213,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,4,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.191011235955,,0.0,,5.93333333333,
2182,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",6,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0,7192,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.688235294118,,0.0,,5.66666666667,
2185,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",3,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0422208149,4738,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,7,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.7,,0.0,,1.0,
2186,"[None, None, 'band015_am_tuning_curve_20161112m.h5', 'band015_am_tuning_curve_20161112n.h5', 'band015_bandwidth_am_20161112o.h5', None, None]",4,2016-11-12,1275,"['2016-11-12_14-28-13', '2016-11-12_14-30-58', '2016-11-12_14-33-29', '2016-11-12_14-45-19', '2016-11-12_14-56-16', '2016-11-12_15-05-53', '2016-11-12_15-07-50']",0.0,1040,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,7,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.75,,0.0,,0.133333333333,
2196,[None],3,2016-11-13,875,['2016-11-13_12-21-53'],0.0,178,['laserPulse'],band015,2,[2],1,,,,,,,,
2208,[None],2,2016-11-13,910,['2016-11-13_12-35-56'],0.0,117,['laserPulse'],band015,2,"[2, 4]",1,,,,,,,,
2225,"[None, None]",5,2016-11-13,995,"['2016-11-13_12-52-12', '2016-11-13_12-54-49']",0.0,213,"['laserPulse', 'noisebursts']",band015,2,"[2, 4, 6]",1,,,,,,,,
2230,"[None, None]",3,2016-11-13,995,"['2016-11-13_12-52-12', '2016-11-13_12-54-49']",0.0,146,"['laserPulse', 'noisebursts']",band015,6,"[2, 4, 6]",1,,,,,,,,
2234,"[None, None, 'band015_am_tuning_curve_20161113a.h5', 'band015_am_tuning_curve_20161113b.h5', None, None, 'band015_bandwidth_am_20161113c.h5']",2,2016-11-13,1025,"['2016-11-13_13-00-55', '2016-11-13_13-03-20', '2016-11-13_13-06-04', '2016-11-13_13-16-48', '2016-11-13_13-22-34', '2016-11-13_13-24-45', '2016-11-13_13-26-51']",0.4154405401,5778,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 6]",1,0.0,0.0,0.759883579918,,0.0,,4.43333333333,
2237,"[None, None, 'band015_am_tuning_curve_20161113a.h5', 'band015_am_tuning_curve_20161113b.h5', None, None, 'band015_bandwidth_am_20161113c.h5']",5,2016-11-13,1025,"['2016-11-13_13-00-55', '2016-11-13_13-03-20', '2016-11-13_13-06-04', '2016-11-13_13-16-48', '2016-11-13_13-22-34', '2016-11-13_13-24-45', '2016-11-13_13-26-51']",0.2473104983,8088,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 6]",1,0.0,0.0,0.838709677419,,0.0,,4.2,
2240,"[None, None, 'band015_am_tuning_curve_20161113a.h5', 'band015_am_tuning_curve_20161113b.h5', None, None, 'band015_bandwidth_am_20161113c.h5']",2,2016-11-13,1025,"['2016-11-13_13-00-55', '2016-11-13_13-03-20', '2016-11-13_13-06-04', '2016-11-13_13-16-48', '2016-11-13_13-22-34', '2016-11-13_13-24-45', '2016-11-13_13-26-51']",0.4555808656,440,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6]",1,1.0,0.0,1.0,,4.0,,0.129032258065,
2241,"[None, None, 'band015_am_tuning_curve_20161113a.h5', 'band015_am_tuning_curve_20161113b.h5', None, None, 'band015_bandwidth_am_20161113c.h5']",3,2016-11-13,1025,"['2016-11-13_13-00-55', '2016-11-13_13-03-20', '2016-11-13_13-06-04', '2016-11-13_13-16-48', '2016-11-13_13-22-34', '2016-11-13_13-24-45', '2016-11-13_13-26-51']",0.1805054152,1109,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6]",1,0.0,0.0,0.432703003337,,0.0,,1.93333333333,
2246,"[None, None, 'band015_am_tuning_curve_20161113a.h5', 'band015_am_tuning_curve_20161113b.h5', None, None, 'band015_bandwidth_am_20161113c.h5']",2,2016-11-13,1025,"['2016-11-13_13-00-55', '2016-11-13_13-03-20', '2016-11-13_13-06-04', '2016-11-13_13-16-48', '2016-11-13_13-22-34', '2016-11-13_13-24-45', '2016-11-13_13-26-51']",0.0,414,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 6]",1,0.0,0.0,1.0,,0.25,,0.633333333333,
2272,"[None, None, 'band015_am_tuning_curve_20161113d.h5', 'band015_am_tuning_curve_20161113e.h5', None, None, None, None, 'band015_bandwidth_am_20161113f.h5']",3,2016-11-13,1080,"['2016-11-13_13-46-16', '2016-11-13_13-48-54', '2016-11-13_13-50-30', '2016-11-13_14-01-08', '2016-11-13_14-05-48', '2016-11-13_14-08-34', '2016-11-13_14-11-07', '2016-11-13_14-13-51', '2016-11-13_14-16-42']",0.0853242321,1173,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserPulse', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 3, 4, 6, 8]",1,0.0,0.0,0.705882352941,,0.0,,1.13333333333,
2289,"[None, None, 'band015_am_tuning_curve_20161113d.h5', 'band015_am_tuning_curve_20161113e.h5', None, None, None, None, 'band015_bandwidth_am_20161113f.h5']",3,2016-11-13,1080,"['2016-11-13_13-46-16', '2016-11-13_13-48-54', '2016-11-13_13-50-30', '2016-11-13_14-01-08', '2016-11-13_14-05-48', '2016-11-13_14-08-34', '2016-11-13_14-11-07', '2016-11-13_14-13-51', '2016-11-13_14-16-42']",0.9451795841,530,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserPulse', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 3, 4, 6, 8]",1,0.0,0.0,0.487179487179,,1.0,,1.3,
2308,"[None, None, 'band015_am_tuning_curve_20161113g.h5', 'band015_am_tuning_curve_20161113h.h5', None, None, 'band015_bandwidth_am_20161113i.h5']",4,2016-11-13,1150,"['2016-11-13_14-30-28', '2016-11-13_14-33-01', '2016-11-13_14-34-56', '2016-11-13_14-45-29', '2016-11-13_14-51-01', '2016-11-13_14-54-57', '2016-11-13_14-57-30']",0.3859926522,21504,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 3, 4, 5, 6, 8]",1,1.0,1.0,0.253658536585,,0.25,,6.61290322581,
2331,"[None, None, 'band015_am_tuning_curve_20161113g.h5', 'band015_am_tuning_curve_20161113h.h5', None, None, 'band015_bandwidth_am_20161113i.h5']",4,2016-11-13,1150,"['2016-11-13_14-30-28', '2016-11-13_14-33-01', '2016-11-13_14-34-56', '2016-11-13_14-45-29', '2016-11-13_14-51-01', '2016-11-13_14-54-57', '2016-11-13_14-57-30']",0.080697224,6197,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 3, 4, 5, 6, 8]",1,1.0,1.0,0.544444444444,,0.25,,5.8064516129,
2335,"[None, None, 'band015_am_tuning_curve_20161113g.h5', 'band015_am_tuning_curve_20161113h.h5', None, None, 'band015_bandwidth_am_20161113i.h5']",3,2016-11-13,1150,"['2016-11-13_14-30-28', '2016-11-13_14-33-01', '2016-11-13_14-34-56', '2016-11-13_14-45-29', '2016-11-13_14-51-01', '2016-11-13_14-54-57', '2016-11-13_14-57-30']",0.3221188261,2795,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 3, 4, 5, 6, 8]",1,1.0,0.0,0.671875,,0.25,,2.06451612903,
2350,[None],3,2016-11-13,1225,['2016-11-13_15-15-59'],0.0,370,['laserPulse'],band015,4,"[1, 2, 3, 4, 5, 6, 8]",1,,,,,,,,
2359,"[None, None, None, None, 'band015_am_tuning_curve_20161113j.h5', 'band015_am_tuning_curve_20161113k.h5', None, None, 'band015_bandwidth_am_20161113l.h5']",2,2016-11-13,1260,"['2016-11-13_15-20-51', '2016-11-13_15-23-24', '2016-11-13_15-27-08', '2016-11-13_15-29-53', '2016-11-13_15-31-46', '2016-11-13_15-44-03', '2016-11-13_15-49-06', '2016-11-13_15-51-12', '2016-11-13_15-53-37']",0.2623811086,3050,"['laserPulse', 'laserPulse', 'laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 3, 4, 6, 7, 8]",1,0.0,0.0,0.955555555556,,0.0,,4.5,
2411,"[None, None, 'band016_am_tuning_curve_20161211a.h5', 'band016_am_tuning_curve_20161211b.h5', None, None, 'band016_bandwidth_am_20161211c.h5']",6,2016-12-11,850,"['2016-12-11_13-45-58', '2016-12-11_13-47-57', '2016-12-11_13-51-30', '2016-12-11_14-02-27', '2016-12-11_14-08-29', '2016-12-11_14-11-00', '2016-12-11_14-13-19']",1.130369254,25214,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6,"[2, 6]",1,0.0,0.0,0.23046875,0.301969365427,2.0,0.25,17.0666666667,15.2333333333
2420,[None],3,2016-12-11,900,['2016-12-11_14-35-05'],0.0,326,['laserPulse'],band016,6,"[2, 3, 4, 6]",1,,,,,,,,
2422,[None],5,2016-12-11,900,['2016-12-11_14-35-05'],0.0,168,['laserPulse'],band016,6,"[2, 3, 4, 6]",1,,,,,,,,
2428,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",5,2016-12-11,950,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.784432041,13259,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2,"[2, 3, 4, 5, 6]",1,0.0,0.0,0.247524752475,0.280193236715,0.25,0.5,6.51612903226,6.67741935484
2447,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2,2016-12-11,950,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.0,5027,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6,"[2, 3, 4, 5, 6]",1,0.0,0.0,0.7,0.625,4.0,1.0,0.322580645161,0.258064516129
2462,[None],6,2016-12-11,1000,['2016-12-11_15-34-22'],0.0,69,['laserPulse'],band016,6,"[2, 6]",1,,,,,,,,
2483,[None],3,2016-12-11,1075,['2016-12-11_15-50-21'],0.0,498,['laserPulse'],band016,6,"[2, 4, 5, 6]",1,,,,,,,,
2523,"[None, None, None, 'band016_am_tuning_curve_20161211g.h5', 'band016_am_tuning_curve_20161211h.h5', None, None, 'band016_bandwidth_am_20161211i.h5']",2,2016-12-11,1325,"['2016-12-11_16-05-56', '2016-12-11_16-08-38', '2016-12-11_16-11-07', '2016-12-11_16-14-26', '2016-12-11_16-25-18', '2016-12-11_16-30-42', '2016-12-11_16-34-10', '2016-12-11_16-36-21']",0.0599221013,10014,"['laserPulse', 'noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6,"[2, 3, 4, 5, 6]",1,0.0,0.0,0.216890881913,0.381565656566,0.5,0.25,7.1935483871,4.25806451613
2568,[None],2,2016-12-22,600,['2016-12-22_14-14-06'],0.0,107,['noisebursts'],band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2572,"[None, None]",2,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,810,"['noisebursts', 'laserPulse']",band016,2,"[2, 4, 6, 8]",1,,,,,,,,
2573,"[None, None]",3,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,458,"['noisebursts', 'laserPulse']",band016,2,"[2, 4, 6, 8]",1,,,,,,,,
2574,"[None, None]",4,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,355,"['noisebursts', 'laserPulse']",band016,2,"[2, 4, 6, 8]",1,,,,,,,,
2579,"[None, None]",5,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,505,"['noisebursts', 'laserPulse']",band016,4,"[2, 4, 6, 8]",1,,,,,,,,
2581,"[None, None]",2,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,332,"['noisebursts', 'laserPulse']",band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2585,"[None, None]",3,2016-12-22,640,"['2016-12-22_14-20-17', '2016-12-22_14-21-49']",0.0,190,"['noisebursts', 'laserPulse']",band016,8,"[2, 4, 6, 8]",1,,,,,,,,
2590,"[None, None]",2,2016-12-22,700,"['2016-12-22_14-29-31', '2016-12-22_14-30-54']",0.0,1090,"['noisebursts', 'laserPulse']",band016,2,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2597,"[None, None]",2,2016-12-22,700,"['2016-12-22_14-29-31', '2016-12-22_14-30-54']",0.0,225,"['noisebursts', 'laserPulse']",band016,5,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2599,"[None, None]",2,2016-12-22,700,"['2016-12-22_14-29-31', '2016-12-22_14-30-54']",0.0,422,"['noisebursts', 'laserPulse']",band016,6,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2606,"[None, None]",2,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,332,"['noisebursts', 'laserPulse']",band016,2,"[2, 4, 6, 8]",1,,,,,,,,
2609,"[None, None]",2,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,328,"['noisebursts', 'laserPulse']",band016,4,"[2, 4, 6, 8]",1,,,,,,,,
2610,"[None, None]",3,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,110,"['noisebursts', 'laserPulse']",band016,4,"[2, 4, 6, 8]",1,,,,,,,,
2612,"[None, None]",2,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,588,"['noisebursts', 'laserPulse']",band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2613,"[None, None]",3,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,389,"['noisebursts', 'laserPulse']",band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2615,"[None, None]",5,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,2019,"['noisebursts', 'laserPulse']",band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2616,"[None, None]",6,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,249,"['noisebursts', 'laserPulse']",band016,6,"[2, 4, 6, 8]",1,,,,,,,,
2618,"[None, None]",2,2016-12-22,760,"['2016-12-22_14-37-22', '2016-12-22_14-38-59']",0.0,454,"['noisebursts', 'laserPulse']",band016,8,"[2, 4, 6, 8]",1,,,,,,,,
2624,"[None, None]",3,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,1228,"['noisebursts', 'laserPulse']",band016,1,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2628,"[None, None]",2,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,365,"['noisebursts', 'laserPulse']",band016,4,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2630,"[None, None]",4,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,123,"['noisebursts', 'laserPulse']",band016,4,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2632,"[None, None]",2,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,205,"['noisebursts', 'laserPulse']",band016,5,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2635,"[None, None]",2,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,276,"['noisebursts', 'laserPulse']",band016,6,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2637,"[None, None]",4,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,282,"['noisebursts', 'laserPulse']",band016,6,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2639,"[None, None]",2,2016-12-22,820,"['2016-12-22_14-46-37', '2016-12-22_14-48-19']",0.0,179,"['noisebursts', 'laserPulse']",band016,8,"[1, 2, 4, 5, 6, 8]",1,,,,,,,,
2646,"[None, None, 'band016_am_tuning_curve_20161222a.h5', 'band016_am_tuning_curve_20161222b.h5']",6,2016-12-22,860,"['2016-12-22_14-55-36', '2016-12-22_14-57-42', '2016-12-22_15-00-57', '2016-12-22_15-12-18']",0.0358551452,2790,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM']",band016,1,"[1, 2, 3, 4, 5, 6, 8]",1,,,,,,,,
2656,"[None, None, 'band016_am_tuning_curve_20161222a.h5', 'band016_am_tuning_curve_20161222b.h5']",5,2016-12-22,860,"['2016-12-22_14-55-36', '2016-12-22_14-57-42', '2016-12-22_15-00-57', '2016-12-22_15-12-18']",0.0,2910,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM']",band016,3,"[1, 2, 3, 4, 5, 6, 8]",1,,,,,,,,
2660,"[None, None, 'band016_am_tuning_curve_20161222a.h5', 'band016_am_tuning_curve_20161222b.h5']",3,2016-12-22,860,"['2016-12-22_14-55-36', '2016-12-22_14-57-42', '2016-12-22_15-00-57', '2016-12-22_15-12-18']",0.0,248,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM']",band016,4,"[1, 2, 3, 4, 5, 6, 8]",1,,,,,,,,
2662,"[None, None, 'band016_am_tuning_curve_20161222a.h5', 'band016_am_tuning_curve_20161222b.h5']",5,2016-12-22,860,"['2016-12-22_14-55-36', '2016-12-22_14-57-42', '2016-12-22_15-00-57', '2016-12-22_15-12-18']",0.0,819,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM']",band016,4,"[1, 2, 3, 4, 5, 6, 8]",1,,,,,,,,
